,RegionID,Parameters,2018-04-01,2019-04-01,2021-04-01,2023-04-01,ROI_1,ROI_3,ROI_5,RegionName,City,MSE,AIC
22,95983,"(8, 0, 0)",362300.0,396444.6289011821,487589.1593253616,599903.2246848305,0.09424407645923849,0.34581606217323113,0.6558190027182735,90002,Los Angeles,396982.13645334344,1509.434964430896
23,96375,"(6, 0, 1)",542500.0,580431.4356470105,677167.3729566176,793645.8332606612,0.06991969704518053,0.24823478886012462,0.4629416281302512,91352,Los Angeles,407448.28632466827,1621.9059526919784
24,96411,"(2, 2, 2)",512400.0,509423.79487210454,504079.983717509,498736.2087762675,-0.0058083628569388646,-0.01623734637488483,-0.026666259218837918,91402,Los Angeles,439294.3589292436,1618.7680128033194
25,96028,"(8, 0, 1)",479600.0,526325.9367864974,639354.1901032504,777175.2222547255,0.09742689071413135,0.3330988117248759,0.6204654342258664,90047,Los Angeles,502843.92835957935,1578.2606871333292
26,96042,"(8, 2, 2)",383600.0,388288.2539080095,400084.15460805525,411864.82132045814,0.012221725516187387,0.042972248717558115,0.0736830587081807,90061,Los Angeles,528662.725350545,1515.8619938845566
27,96025,"(8, 0, 2)",421100.0,455613.8484728673,549762.9981720175,663476.4750855454,0.0819611694914919,0.30554024738071117,0.57557937564841,90044,Los Angeles,528972.418750677,1530.0720745318513
28,96004,"(6, 1, 2)",407800.0,405455.3478495667,404433.95751203946,404309.123170529,-0.005749514836766223,-0.008254150289260798,-0.008560266869717892,90023,Los Angeles,582481.7205244785,1641.997940819073
29,96450,"(1, 0, 2)",566900.0,608577.6120031674,711456.8459286838,831727.6771859893,0.07351845475951202,0.2549953182725062,0.46715060360908334,91605,Los Angeles,650711.046695734,1732.2693606737241
30,96024,"(8, 2, 2)",654600.0,677912.5234687368,716759.105731877,755054.9819322776,0.035613387517165807,0.094957387308092,0.1534601007214751,90043,Los Angeles,757739.4365094827,1559.6577042509332
31,95992,"(6, 1, 2)",377800.0,372257.7647485048,369452.1629986698,368970.864783513,-0.014669759797499182,-0.022095915832001656,-0.02336986558096077,90011,Los Angeles,786200.9556930985,1590.9162636937472
32,96018,"(10, 0, 0)",443800.0,491045.5410026612,607390.304109165,751588.8013556222,0.10645682965899339,0.36861267262092157,0.6935304221622853,90037,Los Angeles,946247.7028242402,1573.143644026714
33,96013,"(10, 0, 0)",597000.0,653066.0294285377,816404.7648398513,1021422.398193581,0.09391294711647857,0.3675121689109737,0.7109252901065009,90032,Los Angeles,1036348.896666437,1556.280698765128
34,96043,"(4, 1, 2)",524600.0,546149.7808508433,567001.8841121893,574433.0195176714,0.041078499525053935,0.08082707608118422,0.09499241234782962,90062,Los Angeles,1121404.672927095,1668.343634334851
35,96014,"(1, 0, 2)",462300.0,504259.9369914401,612434.4136339546,743814.6152180494,0.09076343714349999,0.3247553831580243,0.6089435760719217,90033,Los Angeles,1162352.248818437,1743.9034089805662
36,96282,"(1, 0, 2)",636200.0,675994.3884579944,777605.3176613414,894489.7182275488,0.06255012332284582,0.2222655103133313,0.4059882399049808,91040,Los Angeles,1173066.2908633687,1821.363060561232
37,96451,"(1, 0, 2)",620500.0,668110.489489288,785312.1794854245,923073.696567124,0.07672923366525053,0.2656118928048743,0.48762884217102975,91606,Los Angeles,1372416.7975079396,1735.5459554704019
38,95999,"(4, 1, 2)",658000.0,684737.041121515,709942.8814620996,718263.9875788775,0.040633801096527256,0.0789405493344979,0.09158660726273182,90018,Los Angeles,1403272.2149970152,1689.6880946683566
39,96046,"(1, 0, 2)",812800.0,869970.7740343979,1014926.5671206564,1184035.1048466272,0.07033805860531239,0.24867933946931142,0.45673610340382287,90065,Los Angeles,1760129.9297841373,1818.9112034822479
40,91683,"(10, 2, 2)",142800.0,151144.1931406452,168227.63199069738,185422.22805649065,0.05843272507454622,0.17806464979479952,0.2984749863899905,77034,Houston,70260.4708839588,1320.4887135796707
41,91664,"(6, 2, 1)",134100.0,145662.7583703264,169428.83625201922,193220.94462774295,0.0862248946333064,0.2634514261895542,0.44087207030382514,77015,Houston,72903.22373127457,1352.2352477109919
42,91735,"(8, 0, 2)",135600.0,139399.30834655953,153315.9327863832,169661.57724151228,0.028018498130969904,0.13064847187598239,0.2511915725775242,77086,Houston,92469.07356517113,1362.598288224616
43,91720,"(4, 0, 0)",163800.0,173249.6229904397,192586.7833218284,213994.68244658393,0.05769000604664054,0.17574348792325045,0.3064388427752376,77071,Houston,102708.96195685664,1499.590434564954
44,91740,"(8, 2, 1)",129000.0,135380.05671051593,149597.05569541547,163790.35328378147,0.04945780395748778,0.15966709841407334,0.2696926611145851,77091,Houston,116552.62799712394,1440.017941940699
45,91662,"(6, 2, 2)",119700.0,126326.3174187479,140583.21416390632,154861.48289629866,0.05535770608811941,0.1744629420543553,0.29374672427985526,77013,Houston,133446.99237715814,1401.093215895127
46,91694,"(2, 2, 0)",117700.0,124806.98447275921,137829.95359809496,150869.325864483,0.060382196030239754,0.17102764314439223,0.2818124542436957,77045,Houston,142627.18276222388,1476.8392821091195
47,91702,"(0, 2, 1)",118700.0,119445.33297202822,120935.99891608469,122426.66486014116,0.006279132030566403,0.01883739609169921,0.03139566015283202,77053,Houston,147780.6491852183,1568.5617583662458
48,91709,"(6, 1, 1)",122900.0,124612.10285756514,125439.48198404328,125524.91786047371,0.013930861330879951,0.020662994174477367,0.021358159971307744,77060,Houston,162173.81201330665,1437.8549439314172
49,91742,"(8, 0, 2)",101900.0,110109.12495183908,125167.93408275528,142284.48780054032,0.08056059815347472,0.22834086440387913,0.39631489500039563,77093,Houston,164919.604337917,1459.2883090275052
50,91736,"(0, 2, 1)",128300.0,131422.28535963758,137666.85607891274,143911.4267981879,0.024335817300370932,0.07300745190111257,0.12167908650185422,77087,Houston,173800.85129057328,1475.8167202160464
51,91666,"(6, 1, 2)",120600.0,126762.12223027453,127684.9796871949,127707.08582181453,0.05109554088121504,0.05874775860028936,0.05893105988237579,77017,Houston,196685.4812974833,1420.9372590886408
52,91741,"(10, 0, 2)",249300.0,266140.6823512656,313846.0641438718,370564.5720171458,0.06755187465409396,0.25890920234204473,0.4864202648100513,77092,Houston,241280.73594657212,1458.7069069188724
53,91681,"(6, 2, 1)",119200.0,134498.5077932927,164470.85225833397,194515.39404694698,0.12834318618534146,0.37978902901286893,0.6318405540851257,77032,Houston,246777.92902266345,1442.101305577038
54,91727,"(2, 0, 2)",99400.0,105495.99691877748,117967.55159222696,131913.47193371775,0.06132793680862658,0.1867962936843759,0.3270973031561142,77078,Houston,261399.12002392308,1538.6745463801171
55,91670,"(4, 2, 1)",124700.0,143529.08426848042,181978.63538288878,220438.8650237296,0.15099506229735704,0.4593314786117786,0.7677535286586175,77021,Houston,299443.08040302683,1535.2945684923104
56,91723,"(1, 0, 2)",173200.0,183482.6952276929,207769.70618891987,235271.51024384308,0.05936891009060563,0.19959414658729724,0.3583805441330432,77074,Houston,307070.018826934,1566.4597239463276
57,91721,"(8, 0, 2)",132300.0,146697.05038689525,173454.55514113253,202453.26989131095,0.10882124253133219,0.3110699557152874,0.5302590316803548,77072,Houston,313822.1287017511,1448.3845081130096
58,91665,"(4, 2, 1)",101000.0,118340.96778261517,153030.0272324493,187721.65106792064,0.17169275032292242,0.515148784479696,0.8586302085932738,77016,Houston,320561.78089478397,1511.7419490178327
59,91729,"(1, 0, 2)",254600.0,271381.90233800816,313836.5228786357,362932.6872721168,0.06591477744700769,0.23266505451153052,0.4255015211002231,77080,Houston,364864.6188338211,1569.7695137895166
