,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,Growth
1299,62004,11101,New York,NY,New York,Queens,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444300.0,437500.0,431100.0,431800.0,439300.0,448400.0,447800.0,444300.0,443000.0,443800.0,439900.0,443100.0,456400.0,467400.0,474200.0,484100.0,491200.0,491500.0,493000.0,492000.0,495700.0,502100.0,508600.0,514700.0,525200.0,532700.0,537500.0,542800.0,547700.0,550000.0,561500,586200,602500,600900,604300,619800,633800,643700,657900,673500,681900,682700,684500,685200,692600,702600,701800,699600,713000,725800,729600,736300,750000,762000,765000,761900,764900,773800,781200,782400,779900,773900,765500,761100,763800,767200,760100,739000,708300,698500,711200,742900,767300,769700,767200,782500,0.16184112843355614
1413,61799,10459,New York,NY,New York,Bronx,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206800.0,206100.0,206000.0,206800.0,207500.0,208300.0,210200.0,213000.0,215700.0,218700.0,222300.0,227100.0,233300.0,240400.0,248000.0,255600.0,261500.0,265900.0,270200.0,274600.0,278300.0,281600.0,284700.0,287300.0,289300.0,291000.0,292900.0,295500.0,298100.0,300300.0,302500.0,305100.0,307800.0,310800.0,314600.0,319200.0,323900.0,328000.0,331400.0,333900.0,335800.0,337400.0,338500.0,338900.0,339200.0,340000.0,341300.0,342100.0,341000.0,338900.0,337400.0,337200.0,338600.0,341300.0,342800.0,341600.0,337900.0,332500.0,326400.0,320200.0,314600.0,310700.0,308300.0,306400.0,305700.0,305200.0,302900.0,298600.0,293800.0,289500.0,286400.0,283700.0,280000.0,276100.0,274100.0,274300.0,276800.0,280500.0,282300.0,280900.0,280500.0,281700.0,280400.0,279600.0,283500.0,286600.0,286400.0,284400.0,271900.0,254100.0,248200.0,256600.0,267100.0,273700.0,277600.0,278600.0,279500.0,280400.0,279800.0,278200.0,279900.0,282900.0,282500.0,279300.0,275800.0,274100.0,274200.0,276400.0,277100.0,277100.0,274500.0,269300.0,267400.0,270300.0,272500.0,271600.0,271100.0,271100.0,273700.0,275400.0,273900.0,273500.0,276200.0,274900.0,271000.0,268800.0,266300.0,262700.0,261700.0,262500.0,262000.0,261000.0,262300,264600,265800,271400,280500,286200,287300,290100,292200,292900,294800,299800,303000,305600,309100,308800,301700,297400,298300,296900,294200,294800,298900,302100,306200,310600,318800,329000,335400,336300,339300,342000,339700,337800,337400,337600,337200,334600,328700,332200,349300,370100,383000,393400,403900,410400,0.4011608057357461
1434,62016,11205,New York,NY,New York,Kings,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833100.0,821400.0,812000.0,805500.0,801400.0,798400.0,797800.0,803300.0,818000.0,840600.0,868800.0,899700.0,930000.0,959700.0,990400.0,1017500.0,1036600.0,1050700.0,1065000.0,1081700.0,1099000.0,1113700.0,1126800.0,1141500.0,1158200.0,1176200.0,1194500.0,1207100.0,1211200.0,1215400.0,1230400.0,1258600.0,1295800.0,1334600.0,1371400.0,1404000.0,1427600.0,1439900.0,1446400.0,1446200.0,1435100.0,1416100.0,1396000.0,1377800.0,1362400.0,1349200.0,1340900.0,1341000.0,1348300.0,1362800.0,1386600.0,1411200.0,1423700.0,1421700.0,1411700.0,1400900.0,1393500.0,1387600.0,1379800.0,1368800.0,1355000.0,1340700.0,1332200.0,1327100.0,1316400.0,1300800.0,1290900.0,1291300.0,1302500.0,1321200.0,1338400.0,1355000.0,1383000.0,1396200.0,1354800.0,1299200.0,1287300.0,1307800.0,1318800.0,1296600.0,1258500.0,1245600.0,1262100.0,1273300.0,1276400.0,1290900.0,1320500.0,1344300.0,1349900.0,1345800.0,1343800.0,1350200.0,1366200.0,1366100.0,1333400.0,1299000.0,1273700.0,1254700.0,1248800.0,1256700.0,1277100.0,1304100.0,1328600.0,1358000.0,1373600.0,1375700.0,1394400.0,1431800.0,1448900.0,1459500.0,1480700.0,1504700.0,1515400.0,1535700.0,1570100.0,1606300.0,1640100.0,1658800.0,1659500.0,1670200.0,1700200.0,1718500.0,1727000.0,1736700.0,1752000.0,1764200.0,1773100,1792300,1852300,1911700,1957000,1994300,2026100,2056900,2114000,2163400,2188500,2218300,2258300,2303900,2354500,2405900,2431600,2443700,2463800,2494300,2486200,2483200,2497700,2490300,2501000,2519100,2447100,2364800,2357000,2351000,2339100,2351000,2376000,2398000,2389700,2333600,2267400,2230800,2226800,2241400,2248400,2251000,2251600,2245300,2243700,2248400,0.0392900064712951
1534,62028,11217,New York,NY,New York,Kings,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037600.0,1035300.0,1031400.0,1024000.0,1014300.0,1005800.0,1003700.0,1011200.0,1028200.0,1051000.0,1078100.0,1106500.0,1132200.0,1155400.0,1178600.0,1199400.0,1215600.0,1229400.0,1245600.0,1266500.0,1290300.0,1312500.0,1332700.0,1350300.0,1363900.0,1373300.0,1383000.0,1394700.0,1406800.0,1418400.0,1431300.0,1446800.0,1463600.0,1480000.0,1497900.0,1519200.0,1540700.0,1558100.0,1570600.0,1577400.0,1576200.0,1567700.0,1557900.0,1552700.0,1550900.0,1548800.0,1549300.0,1556500.0,1569800.0,1586000.0,1603400.0,1619500.0,1629000.0,1629000.0,1621800.0,1614600.0,1609300.0,1602900.0,1594800.0,1586900.0,1578800.0,1569600.0,1560900.0,1553300.0,1543700.0,1528100.0,1512500.0,1506100.0,1509200.0,1516200.0,1526100.0,1536900.0,1544500.0,1548800.0,1547100.0,1534700.0,1531000.0,1549200.0,1567300.0,1559000.0,1535500.0,1529300.0,1543800.0,1556000.0,1563500.0,1579000.0,1595500.0,1605300.0,1612100.0,1617400.0,1623300.0,1630800.0,1643000.0,1652500.0,1655600.0,1656300.0,1660600.0,1667200.0,1678100.0,1694000.0,1704300.0,1713300.0,1731200.0,1748400.0,1760400.0,1783500.0,1806400.0,1821800.0,1836200.0,1844300.0,1854300.0,1880100.0,1914100.0,1950100.0,1994600.0,2051400.0,2111700.0,2146000.0,2158600.0,2173100.0,2202400.0,2238400.0,2271000.0,2298000.0,2342400.0,2397200.0,2446100,2500000,2567600,2631700,2681400,2723800,2758400,2785800,2800600,2819900,2841800,2859300,2880100,2920000,2954600,2980400,3025700,3093200,3133500,3141100,3134900,3145200,3169400,3184600,3169600,3160000,3178300,3197300,3201400,3206600,3230000,3247900,3281700,3324900,3354800,3368600,3405900,3442900,3443800,3426000,3407000,3404100,3413800,3482900,3588100,3656000,0.29649987588212356
1557,62121,11435,New York,NY,New York,Queens,1558,136000.0,136300.0,136700.0,137100.0,137400.0,137800.0,138100.0,138500.0,139000.0,139500.0,139800.0,139900.0,140200.0,140700.0,141400.0,142200.0,143000.0,143700.0,144500.0,145500.0,146800.0,147800.0,148600.0,149300.0,150200.0,151400.0,152700.0,154100.0,155400.0,156600.0,157900.0,159300.0,160800.0,162200.0,163200.0,164100.0,165100.0,166400.0,167900.0,169400.0,170900.0,172200.0,173500.0,174900.0,176500.0,177800.0,178700.0,179400.0,180300.0,181500.0,182900.0,184300.0,185600.0,186800.0,187900.0,189300.0,191000.0,192300.0,193100.0,194000.0,195100.0,196600.0,198400.0,200400.0,202400.0,204300.0,206200.0,208400.0,210800.0,212700.0,214100.0,215400.0,217000.0,219100.0,221600.0,224200.0,226600.0,228900.0,231500.0,232400.0,233200.0,237500.0,246300.0,255600.0,262600.0,265500.0,265800.0,265800.0,267100.0,270300.0,274400.0,278900.0,283300.0,286800.0,289300.0,291800.0,295300.0,300100.0,305600.0,311100.0,316200.0,320800.0,325300.0,330200.0,335100.0,339200.0,342200.0,345700.0,350500.0,356700.0,363600.0,370800.0,377800.0,384700.0,391800.0,399600.0,407800.0,415000.0,420100.0,424200.0,428600.0,433700.0,439000.0,443900.0,447700.0,449700.0,449700.0,449200.0,449500.0,451400.0,454200.0,457800.0,462300.0,466800.0,469700.0,471700.0,472700.0,472600.0,471800.0,471500.0,470400.0,469000.0,465600.0,460700.0,454500.0,447400.0,438700.0,431800.0,426900.0,422400.0,417700.0,413900.0,409800.0,405600.0,400600.0,395200.0,390400.0,386200.0,381700.0,378800.0,376600.0,373600.0,370300.0,367400.0,365500.0,359300.0,355600.0,353800.0,348600.0,341200.0,340000.0,338600.0,334900.0,332000.0,331500.0,328900.0,325800.0,324800.0,325500.0,325200.0,326500.0,328100.0,327700.0,324500.0,321200.0,319400.0,317500.0,314600.0,311900.0,311300.0,310900.0,312000.0,314100.0,317400.0,319400.0,319400.0,320000.0,323000.0,325500.0,328000.0,330800.0,333200.0,333700.0,332800.0,332800.0,333600.0,334900.0,338800.0,343500.0,346300.0,348400.0,351500.0,355500.0,359700.0,364200.0,368600.0,373300.0,376600.0,378500.0,381900,387100,389900,391000,393800,396900,398800,397600,395900,394700,395200,397700,402100,402500,401200,402300,404400,404500,406500,411500,417100,420100,422800,425400,427300,428000,429200,432000,436500,441200,444600,444800,442900,442800,445200,447000,448500,453000,460500,465900,467500,468400,469500,471500,475800,480200,0.2166202178870027
1906,62077,11365,New York,NY,New York,Queens,1907,224000.0,224200.0,224700.0,225100.0,225600.0,226100.0,226500.0,227100.0,227900.0,228500.0,228600.0,228700.0,229000.0,229800.0,230900.0,232300.0,233900.0,235600.0,237400.0,239500.0,241900.0,244000.0,245600.0,246900.0,248500.0,250400.0,252400.0,254500.0,256700.0,258700.0,260700.0,262900.0,265200.0,267200.0,268600.0,269800.0,271300.0,273400.0,275800.0,278500.0,281400.0,284200.0,287200.0,290400.0,293900.0,297100.0,299500.0,301800.0,304500.0,307800.0,311500.0,315500.0,319700.0,323800.0,328000.0,332500.0,337100.0,341100.0,343900.0,346500.0,349400.0,352900.0,356800.0,360800.0,364700.0,368300.0,371600.0,374800.0,377800.0,379600.0,379900.0,379600.0,379600.0,380400.0,382000.0,383800.0,385900.0,388300.0,391500.0,392100.0,392700.0,399600.0,414300.0,430700.0,444300.0,451900.0,454800.0,455600.0,456100.0,457700.0,461200.0,467300.0,475400.0,483500.0,490400.0,497200.0,504400.0,512700.0,521800.0,531300.0,540500.0,549500.0,558000.0,566400.0,574000.0,579600.0,583300.0,587100.0,592200.0,598800.0,606700.0,615200.0,623700.0,631700.0,639000.0,646400.0,653500.0,658800.0,661900.0,664300.0,667300.0,671500.0,676400.0,680500.0,683000.0,682500.0,677900.0,670900.0,663100.0,656100.0,650000.0,644700.0,639800.0,635600.0,631200.0,626800.0,623400.0,621600.0,620800.0,621500.0,622700.0,623200.0,622100.0,619100.0,614400.0,609400.0,604800.0,601100.0,598600.0,596400.0,594000.0,592300.0,591300.0,590100.0,587900.0,584900.0,581700.0,579100.0,576800.0,575600.0,575600.0,575900.0,576700.0,579100.0,582700.0,585400.0,585800.0,588700.0,593400.0,595400.0,596600.0,600300.0,599600.0,594700.0,592800.0,589300.0,584500.0,581800.0,585800.0,589900.0,593300.0,596200.0,597400.0,594200.0,593200.0,596500.0,596800.0,593700.0,589200.0,585000.0,580000.0,575500.0,570500.0,567400.0,567600.0,567700.0,565500.0,563900.0,565100.0,568000.0,570700.0,571900.0,572600.0,574900.0,579600.0,584800.0,588700.0,591900.0,597400.0,605300.0,612900.0,619400.0,626100.0,634600.0,643500.0,650600.0,655000.0,659400.0,664400.0,671500,679600,685900,689300,693500,698300,702400,704500,704300,704500,708000,714500,721000,724000,723100,724200,729200,735400,740800,745100,747700,750700,753900,755600,757700,764400,772500,778100,783500,790000,795200,798100,801900,807200,813200,817700,823100,829100,835600,841700,845100,845400,846000,849300,855700,861600,0.22299503193754444
1931,62006,11103,New York,NY,New York,Queens,1932,182600.0,182400.0,182200.0,182100.0,182000.0,182000.0,182000.0,182200.0,182700.0,183000.0,183000.0,182800.0,182700.0,182900.0,183300.0,183900.0,184600.0,185400.0,186300.0,187600.0,189200.0,190600.0,191700.0,192600.0,193800.0,195200.0,196800.0,198600.0,200400.0,202300.0,204300.0,206600.0,209200.0,211400.0,213100.0,214600.0,216400.0,218400.0,220600.0,223000.0,225400.0,227900.0,230600.0,233600.0,236800.0,239700.0,242100.0,244200.0,246600.0,249200.0,252100.0,255100.0,258300.0,261400.0,264600.0,268200.0,272100.0,275300.0,277700.0,279700.0,281900.0,284400.0,287000.0,289700.0,292300.0,294700.0,297000.0,299800.0,302600.0,304500.0,305100.0,305500.0,305900.0,306800.0,308000.0,309300.0,310700.0,312100.0,314100.0,313400.0,312300.0,316800.0,328500.0,341900.0,354400.0,364200.0,371900.0,378500.0,384000.0,388800.0,393400.0,398800.0,404800.0,410000.0,414000.0,418000.0,422700.0,428600.0,435500.0,443500.0,452800.0,463800.0,475700.0,488000.0,499300.0,508000.0,514400.0,520400.0,526600.0,532500.0,538000.0,542800.0,547400.0,552000.0,557000.0,563600.0,571600.0,579000.0,584800.0,589900.0,595100.0,600500.0,605700.0,610200.0,613300.0,613300.0,609500.0,604000.0,598800.0,595100.0,593500.0,594700.0,597600.0,600300.0,601800.0,602800.0,604400.0,606700.0,609500.0,613100.0,615500.0,614800.0,610300.0,604200.0,597100.0,589500.0,582700.0,578700.0,576700.0,574900.0,572800.0,571700.0,571000.0,569600.0,567200.0,565300.0,564400.0,563600.0,561500.0,559300.0,557200.0,555000.0,554100.0,556000.0,559700.0,562400.0,563200.0,560600.0,554900.0,550800.0,551100.0,551600.0,546300.0,537400.0,532100.0,525700.0,518800.0,517000.0,520400.0,522100.0,523600.0,525900.0,529700.0,533400.0,539200.0,548600.0,557400.0,561200.0,562900.0,564800.0,565500.0,565900.0,565900.0,565600.0,559600.0,552400.0,549700.0,549800.0,548600.0,551100.0,554900.0,556900.0,561600.0,568600.0,573900.0,578600.0,589400.0,599900.0,607300.0,618400.0,627400.0,629200.0,630100.0,632400.0,633500.0,641500.0,652800.0,659900.0,663800.0,668700,675500,676900,675500,679600,689100,694200,699400,705100,713500,722900,734200,746500,758400,765700,773600,783000,791300,799600,806600,809400,814600,824800,835100,843300,855500,865800,876700,888100,900500,910200,913600,913600,916800,924400,928100,929800,927800,934600,945500,952900,948800,951200,956000,963500,969000,0.358093903293623
1980,62079,11367,New York,NY,New York,Queens,1981,189100.0,189100.0,189100.0,189100.0,189000.0,188900.0,188600.0,188600.0,188800.0,188800.0,188400.0,187900.0,187600.0,187700.0,188000.0,188600.0,189200.0,189900.0,190600.0,191800.0,193200.0,194500.0,195500.0,196400.0,197500.0,199000.0,200800.0,202800.0,204800.0,206900.0,209100.0,211600.0,214500.0,217100.0,219200.0,221200.0,223500.0,226200.0,229000.0,231900.0,234800.0,237600.0,240300.0,243300.0,246500.0,249300.0,251500.0,253400.0,255600.0,258200.0,261100.0,264200.0,267200.0,270200.0,273200.0,276600.0,280300.0,283600.0,285900.0,288100.0,290700.0,293800.0,297300.0,300900.0,304200.0,307200.0,309900.0,313000.0,316000.0,318200.0,319200.0,319800.0,320600.0,322200.0,324100.0,326200.0,328100.0,330000.0,332500.0,332400.0,332300.0,337900.0,350300.0,364000.0,375100.0,381100.0,383500.0,385100.0,387800.0,392800.0,399100.0,406400.0,413600.0,419400.0,423700.0,427900.0,432900.0,439300.0,446800.0,454700.0,462000.0,468500.0,474400.0,480500.0,486100.0,489800.0,491700.0,493700.0,496500.0,500400.0,505100.0,510100.0,515100.0,520600.0,526600.0,533800.0,541700.0,548900.0,554500.0,559600.0,565000.0,571100.0,577000.0,581900.0,584900.0,584800.0,581500.0,576400.0,571400.0,567700.0,565300.0,563300.0,560900.0,558400.0,555300.0,551800.0,548400.0,545400.0,542600.0,540200.0,537300.0,534000.0,530200.0,525800.0,520900.0,516300.0,512100.0,508600.0,505900.0,503500.0,501400.0,499900.0,498200.0,496600.0,494900.0,492600.0,490100.0,487900.0,485800.0,484400.0,483600.0,483200.0,483600.0,485000.0,488200.0,489200.0,488500.0,490000.0,491800.0,491000.0,492000.0,494400.0,494400.0,491900.0,491200.0,489800.0,488200.0,488200.0,491200.0,493300.0,496700.0,500800.0,502000.0,499800.0,500100.0,505900.0,509800.0,510800.0,510000.0,509300.0,507500.0,506500.0,504700.0,503600.0,504800.0,507300.0,509800.0,511500.0,511400.0,511900.0,514400.0,516600.0,518000.0,519800.0,523000.0,527100.0,531200.0,535200.0,538400.0,540100.0,542500.0,546900.0,550800.0,554500.0,557600.0,560400.0,563800.0,567300.0,570000.0,573200,577300,580900,584200,587200,590100,595200,602300,608400,612900,618400,626200,635100,641100,645100,651200,658500,664500,671100,679400,685400,689300,694600,700300,704100,708400,712600,715700,720200,726000,729900,731900,735000,740000,745700,750200,756000,764600,773800,783900,794000,801700,807400,810900,813300,815900,0.33121226953826066
1995,62041,11231,New York,NY,New York,New York,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969500.0,940900.0,912300.0,887300.0,869900.0,862700.0,867700.0,884600.0,911100.0,943300.0,979600.0,1016900.0,1050700.0,1080900.0,1109000.0,1132100.0,1148200.0,1160200.0,1170900.0,1182700.0,1196200.0,1209600.0,1223500.0,1236900.0,1247200.0,1255800.0,1266000.0,1277100.0,1287600.0,1297700.0,1307900.0,1319800.0,1333100.0,1345100.0,1357000.0,1371600.0,1387600.0,1406900.0,1430100.0,1451100.0,1463900.0,1468500.0,1466900.0,1463800.0,1460800.0,1455000.0,1449300.0,1449000.0,1453200.0,1462600.0,1473500.0,1476700.0,1468700.0,1452800.0,1432700.0,1415800.0,1403400.0,1388600.0,1370300.0,1351400.0,1332300.0,1315900.0,1303000.0,1288900.0,1270400.0,1251800.0,1239800.0,1238800.0,1245400.0,1252000.0,1255000.0,1266300.0,1295800.0,1301900.0,1289300.0,1291600.0,1317400.0,1340200.0,1358000.0,1347300.0,1317600.0,1313700.0,1346900.0,1379000.0,1394100.0,1414800.0,1433000.0,1441600.0,1441900.0,1450200.0,1463800.0,1488600.0,1517000.0,1536600.0,1544800.0,1556000.0,1564700.0,1583200.0,1607000.0,1624100.0,1636500.0,1650200.0,1659100.0,1663400.0,1669000.0,1680700.0,1693400.0,1698400.0,1702800.0,1710600.0,1726700.0,1743900.0,1764800.0,1801400.0,1848000.0,1897400.0,1951200.0,2000900.0,2035200.0,2056600.0,2070900.0,2095800.0,2116900.0,2123600.0,2138300.0,2166300.0,2184600,2215000,2261600,2301800,2330000,2358300,2382100,2397500,2414300,2439600,2457700,2456800,2467500,2487000,2502600,2502900,2499600,2497500,2513500,2527700,2544600,2578200,2622700,2651400,2664600,2689600,2728700,2761500,2782900,2814900,2847300,2876900,2904500,2925300,2923800,2915300,2926600,2946300,2958800,2965400,2964400,2961600,2965300,2974000,3004000,3044500,0.24795048368585015
2043,62005,11102,New York,NY,New York,Queens,2044,168600.0,169500.0,170400.0,171400.0,172500.0,173600.0,174700.0,176100.0,177700.0,179100.0,180000.0,180800.0,181500.0,182500.0,183600.0,184800.0,185900.0,187200.0,188400.0,189900.0,191700.0,193200.0,194200.0,195000.0,196000.0,197300.0,198800.0,200400.0,202100.0,204000.0,206000.0,208300.0,210900.0,213300.0,215100.0,216700.0,218600.0,220700.0,223100.0,225700.0,228400.0,231100.0,234000.0,237200.0,240800.0,244000.0,246500.0,248900.0,251400.0,254200.0,257400.0,260600.0,263900.0,267200.0,270600.0,274200.0,278100.0,281400.0,283600.0,285500.0,287500.0,289800.0,292300.0,294800.0,297300.0,299700.0,302000.0,304600.0,307200.0,308900.0,309400.0,309400.0,309600.0,310300.0,311300.0,312500.0,313800.0,315200.0,317200.0,316300.0,314900.0,319200.0,331000.0,344400.0,357000.0,366500.0,373900.0,380400.0,386200.0,391500.0,396700.0,402400.0,408700.0,414100.0,418200.0,422200.0,427100.0,433400.0,441200.0,449900.0,458800.0,467800.0,476800.0,486600.0,496200.0,504300.0,510200.0,516300.0,522800.0,529200.0,534600.0,539600.0,544500.0,550300.0,557400.0,566800.0,577700.0,587700.0,594300.0,599700.0,605400.0,610900.0,615500.0,620100.0,623600.0,624400.0,621100.0,615400.0,609600.0,605900.0,602600.0,602200.0,604900.0,607200.0,605600.0,602400.0,598600.0,596400.0,595700.0,596200.0,596500.0,596000.0,591200.0,586800.0,584900.0,584000.0,581700.0,581500.0,581800.0,582500.0,583100.0,584500.0,586600.0,589300.0,588100.0,588400.0,592900.0,599200.0,600000.0,595400.0,585800.0,576300.0,568000.0,563600.0,558500.0,547000.0,544800.0,535800.0,514300.0,495800.0,495900.0,500300.0,504400.0,506700.0,516100.0,524400.0,528400.0,533600.0,539200.0,544600.0,551100.0,553400.0,551600.0,554200.0,566900.0,579200.0,580000.0,575900.0,575900.0,578100.0,584700.0,593700.0,597000.0,596200.0,595300.0,590400.0,584400.0,583100.0,584700.0,587600.0,591600.0,595700.0,598600.0,601600.0,604400.0,607600.0,611800.0,616000.0,619700.0,624900.0,630000.0,630900.0,629100.0,633100.0,636200.0,636100.0,642900.0,657800.0,667200.0,672000,678000,684800,690500,694300,699400,703000,708700,721100,738300,750700,761700,772200,778300,782700,790200,797700,802800,811300,819000,821000,824900,837300,853400,873100,896400,916500,931200,943300,957100,967700,970700,976400,987300,996700,1003400,1013200,1015800,1010800,1008000,1027500,1053700,1071500,1072700,1088200,1112100,0.5062982527427875
2088,61780,10304,New York,NY,New York,Richmond,2089,157500.0,157000.0,156500.0,156000.0,155500.0,155100.0,154800.0,154700.0,154700.0,154800.0,155100.0,155300.0,155600.0,156000.0,156500.0,157000.0,157500.0,158100.0,158700.0,159400.0,160200.0,161000.0,161800.0,162500.0,163200.0,163800.0,164400.0,164900.0,165400.0,165900.0,166400.0,166900.0,167500.0,168200.0,169000.0,169800.0,170800.0,171800.0,173000.0,174300.0,175700.0,177200.0,178800.0,180600.0,182700.0,184900.0,187200.0,189400.0,191700.0,194000.0,196300.0,198700.0,200900.0,203100.0,205300.0,207500.0,209800.0,212000.0,214300.0,216500.0,218900.0,221200.0,223600.0,226100.0,228500.0,231100.0,233700.0,236300.0,239100.0,241800.0,244500.0,247100.0,249800.0,252300.0,254900.0,257400.0,259800.0,262300.0,264700.0,267000.0,269200.0,271400.0,273700.0,276300.0,278900.0,281400.0,284000.0,286800.0,289700.0,293000.0,296600.0,300300.0,304000.0,307500.0,310800.0,314000.0,317400.0,321100.0,325100.0,329300.0,333300.0,337000.0,340900.0,345100.0,350100.0,355700.0,361300.0,366900.0,372400.0,377600.0,382700.0,387900.0,392900.0,397600.0,401900.0,405600.0,408700.0,411400.0,413900.0,416400.0,418900.0,420700.0,421600.0,421800.0,421400.0,420700.0,420000.0,419000.0,418000.0,417100.0,416400.0,416100.0,416300.0,416300.0,415800.0,415100.0,414300.0,413600.0,413000.0,412400.0,411600.0,410500.0,409100.0,407800.0,406600.0,404700.0,402000.0,399300.0,396800.0,394400.0,392300.0,390400.0,388500.0,386800.0,385100.0,384000.0,383300.0,381700.0,379400.0,377800.0,377100.0,376700.0,376400.0,376200.0,376200.0,376100.0,376200.0,375800.0,373800.0,371500.0,370900.0,370600.0,369900.0,369000.0,367100.0,364600.0,362700.0,361500.0,359400.0,355300.0,351800.0,351100.0,351200.0,350500.0,349900.0,349700.0,350000.0,350100.0,349600.0,348600.0,348100.0,347700.0,347500.0,348200.0,350200.0,352100.0,352800.0,352700.0,352500.0,352900.0,354000.0,356500.0,358900.0,361000.0,361600.0,361300.0,361300.0,361200.0,361200.0,362000.0,362600.0,362500.0,361800.0,358100.0,354300.0,353900.0,355300.0,356300.0,356800.0,358300,360200,361400,363400,366200,368400,372700,377600,381000,384800,389200,392200,393600,395100,397200,399800,402000,405000,409900,414900,418000,419900,421900,424000,426700,430000,433500,438000,443400,447700,448600,449200,452700,458300,464700,472400,481900,490300,495600,498800,502000,505600,509900,515700,523500,529800,0.37681912681912677
